"","cnt","t1","t2","hum","wind_speed","is_holiday","is_weekend","is_cloudy","is_raining","is_snowing","is_spring","is_summer","is_fall","is_winter","is_night","hour"
"48","low",0.28169014084507,0.3375,0.666666666666667,0.141592920353982,0,0,1,0,0,0,0,0,1,1,1
"49","low",0.267605633802817,0.3125,0.69811320754717,0.141592920353982,0,0,1,0,0,0,0,0,1,1,0
"50","low",0.267605633802817,0.3125,0.69811320754717,0.141592920353982,0,0,1,0,0,0,0,0,1,1,0.0434782608695652
"51","low",0.267605633802817,0.3,0.69811320754717,0.194690265486726,0,0,1,0,0,0,0,0,1,1,0.0869565217391304
"52","low",0.267605633802817,0.2875,0.69811320754717,0.247787610619469,0,0,1,0,0,0,0,0,1,1,0.130434782608696
"53","low",0.28169014084507,0.3125,0.666666666666667,0.194690265486726,0,0,1,0,0,0,0,0,1,1,0.173913043478261
"54","low",0.267605633802817,0.2875,0.773584905660377,0.247787610619469,0,0,1,0,0,0,0,0,1,0,0.217391304347826
"55","normal",0.267605633802817,0.275,0.805031446540881,0.265486725663717,0,0,1,0,0,0,0,0,1,0,0.260869565217391
"56","high",0.295774647887324,0.325,0.773584905660377,0.230088495575221,0,0,1,0,0,0,0,0,1,0,0.304347826086957
"57","high",0.295774647887324,0.325,0.773584905660377,0.212389380530973,0,0,1,1,0,0,0,0,1,0,0.347826086956522
"58","normal",0.295774647887324,0.3125,0.836477987421384,0.283185840707965,0,0,1,1,0,0,0,0,1,0,0.391304347826087
"59","normal",0.323943661971831,0.3375,0.849056603773585,0.345132743362832,0,0,1,0,0,0,0,0,1,0,0.434782608695652
"60","normal",0.323943661971831,0.35,0.849056603773585,0.31858407079646,0,0,1,0,0,0,0,0,1,0,0.478260869565217
"61","normal",0.352112676056338,0.425,0.811320754716981,0.336283185840708,0,0,1,1,0,0,0,0,1,0,0.521739130434783
"62","normal",0.309859154929577,0.3,0.805031446540881,0.486725663716814,0,0,1,0,0,0,0,0,1,0,0.565217391304348
"63","normal",0.295774647887324,0.3,0.635220125786163,0.460176991150442,0,0,1,0,0,0,0,0,1,0,0.608695652173913
"64","normal",0.267605633802817,0.2625,0.635220125786163,0.407079646017699,0,0,1,0,0,0,0,0,1,0,0.652173913043478
"65","normal",0.267605633802817,0.275,0.60377358490566,0.345132743362832,0,0,1,0,0,0,0,0,1,0,0.695652173913043
"66","high",0.253521126760563,0.25,0.635220125786163,0.389380530973451,0,0,0,0,0,0,0,0,1,0,0.739130434782609
"67","high",0.23943661971831,0.25,0.635220125786163,0.309734513274336,0,0,0,0,0,0,0,0,1,1,0.782608695652174
"68","normal",0.211267605633803,0.225,0.69811320754717,0.265486725663717,0,0,0,0,0,0,0,0,1,1,0.826086956521739
"69","normal",0.197183098591549,0.2125,0.729559748427673,0.265486725663717,0,0,0,0,0,0,0,0,1,1,0.869565217391304
"70","normal",0.183098591549296,0.2,0.761006289308176,0.265486725663717,0,0,0,0,0,0,0,0,1,1,0.91304347826087
"71","normal",0.169014084507042,0.1875,0.761006289308176,0.230088495575221,0,0,0,0,0,0,0,0,1,1,0.956521739130435
"72","low",0.154929577464789,0.175,0.79874213836478,0.212389380530973,0,0,0,0,0,0,0,0,1,1,1
"73","low",0.154929577464789,0.175,0.761006289308176,0.212389380530973,0,0,0,0,0,0,0,0,1,1,0
"74","low",0.154929577464789,0.175,0.761006289308176,0.194690265486726,0,0,0,0,0,0,0,0,1,1,0.0434782608695652
"75","low",0.154929577464789,0.1875,0.761006289308176,0.176991150442478,0,0,0,0,0,0,0,0,1,1,0.0869565217391304
"76","low",0.140845070422535,0.175,0.79874213836478,0.15929203539823,0,0,1,0,0,0,0,0,1,1,0.130434782608696
"77","low",0.154929577464789,0.1875,0.761006289308176,0.176991150442478,0,0,1,0,0,0,0,0,1,1,0.173913043478261
"78","low",0.154929577464789,0.2,0.836477987421384,0.15929203539823,0,0,0,0,0,0,0,0,1,0,0.217391304347826
"79","normal",0.183098591549296,0.2125,0.761006289308176,0.176991150442478,0,0,0,0,0,0,0,0,1,0,0.260869565217391
"80","high",0.197183098591549,0.2125,0.761006289308176,0.230088495575221,0,0,0,0,0,0,0,0,1,0,0.304347826086957
"81","high",0.225352112676056,0.2375,0.761006289308176,0.265486725663717,0,0,1,0,0,0,0,0,1,0,0.347826086956522
"82","high",0.267605633802817,0.275,0.69811320754717,0.336283185840708,0,0,1,0,0,0,0,0,1,0,0.391304347826087
"83","normal",0.267605633802817,0.275,0.773584905660377,0.345132743362832,0,0,1,0,0,0,0,0,1,0,0.434782608695652
"84","normal",0.295774647887324,0.3,0.69811320754717,0.371681415929204,0,0,1,0,0,0,0,0,1,0,0.478260869565217
"85","normal",0.295774647887324,0.2875,0.69811320754717,0.47787610619469,0,0,1,0,0,0,0,0,1,0,0.521739130434783
"86","normal",0.309859154929577,0.3,0.641509433962264,0.495575221238938,0,0,1,0,0,0,0,0,1,0,0.565217391304348
"87","normal",0.323943661971831,0.3125,0.522012578616352,0.504424778761062,0,0,1,0,0,0,0,0,1,0,0.608695652173913
"88","normal",0.295774647887324,0.3,0.60377358490566,0.442477876106195,0,0,1,0,0,0,0,0,1,0,0.652173913043478
"89","normal",0.295774647887324,0.3,0.69811320754717,0.442477876106195,0,0,1,0,0,0,0,0,1,0,0.695652173913043
"90","high",0.309859154929577,0.3125,0.641509433962264,0.424778761061947,0,0,1,0,0,0,0,0,1,0,0.739130434782609
"91","high",0.323943661971831,0.325,0.635220125786163,0.530973451327434,0,0,1,0,0,0,0,0,1,1,0.782608695652174
"92","normal",0.323943661971831,0.3125,0.735849056603774,0.539823008849557,0,0,1,0,0,0,0,0,1,1,0.869565217391304
"93","normal",0.323943661971831,0.325,0.773584905660377,0.47787610619469,0,0,1,1,0,0,0,0,1,1,0.91304347826087
"94","normal",0.323943661971831,0.325,0.773584905660377,0.47787610619469,0,0,1,1,0,0,0,0,1,1,0.956521739130435
"95","low",0.323943661971831,0.325,0.811320754716981,0.424778761061947,0,0,1,1,0,0,0,0,1,1,1
"96","low",0.352112676056338,0.425,0.773584905660377,0.460176991150442,0,0,1,0,0,0,0,0,1,1,0
"97","low",0.366197183098592,0.4375,0.811320754716981,0.424778761061947,0,0,1,0,0,0,0,0,1,1,0.0434782608695652
"98","low",0.380281690140845,0.45,0.773584905660377,0.442477876106195,0,0,1,0,0,0,0,0,1,1,0.0869565217391304
"99","low",0.380281690140845,0.45,0.811320754716981,0.389380530973451,0,0,1,0,0,0,0,0,1,1,0.130434782608696
"100","low",0.380281690140845,0.45,0.849056603773585,0.36283185840708,0,0,1,1,0,0,0,0,1,1,0.173913043478261
"101","low",0.380281690140845,0.45,0.748427672955975,0.36283185840708,0,0,1,1,0,0,0,0,1,0,0.217391304347826
"102","normal",0.366197183098592,0.4375,0.679245283018868,0.300884955752212,0,0,1,0,0,0,0,0,1,0,0.260869565217391
"103","normal",0.338028169014085,0.3875,0.779874213836478,0.300884955752212,0,0,1,1,0,0,0,0,1,0,0.304347826086957
"104","normal",0.309859154929577,0.3375,0.842767295597484,0.247787610619469,0,0,1,1,0,0,0,0,1,0,0.347826086956522
"105","normal",0.295774647887324,0.325,0.836477987421384,0.230088495575221,0,0,1,1,0,0,0,0,1,0,0.391304347826087
"106","low",0.295774647887324,0.325,0.836477987421384,0.247787610619469,0,0,1,1,0,0,0,0,1,0,0.434782608695652
"107","low",0.295774647887324,0.3,0.773584905660377,0.36283185840708,0,0,1,1,0,0,0,0,1,0,0.478260869565217
"108","normal",0.295774647887324,0.3125,0.805031446540881,0.300884955752212,0,0,1,0,0,0,0,0,1,0,0.521739130434783
"109","normal",0.295774647887324,0.2875,0.735849056603774,0.47787610619469,0,0,1,0,0,0,0,0,1,0,0.565217391304348
"110","normal",0.323943661971831,0.325,0.635220125786163,0.389380530973451,0,0,1,0,0,0,0,0,1,0,0.608695652173913
"111","normal",0.295774647887324,0.3,0.635220125786163,0.389380530973451,0,0,1,0,0,0,0,0,1,0,0.652173913043478
"112","normal",0.295774647887324,0.3,0.635220125786163,0.345132743362832,0,0,1,0,0,0,0,0,1,0,0.695652173913043
"113","high",0.295774647887324,0.3,0.69811320754717,0.389380530973451,0,0,1,0,0,0,0,0,1,0,0.739130434782609
"114","high",0.28169014084507,0.2875,0.666666666666667,0.398230088495575,0,0,0,0,0,0,0,0,1,1,0.782608695652174
"115","normal",0.267605633802817,0.275,0.666666666666667,0.36283185840708,0,0,0,0,0,0,0,0,1,1,0.826086956521739
"116","normal",0.267605633802817,0.275,0.69811320754717,0.300884955752212,0,0,0,0,0,0,0,0,1,1,0.869565217391304
"117","normal",0.267605633802817,0.2625,0.69811320754717,0.36283185840708,0,0,0,0,0,0,0,0,1,1,0.91304347826087
"118","normal",0.28169014084507,0.2875,0.666666666666667,0.371681415929204,0,0,0,0,0,0,0,0,1,1,0.956521739130435
"119","normal",0.295774647887324,0.2875,0.69811320754717,0.47787610619469,0,0,1,0,0,0,0,0,1,1,1
"120","low",0.323943661971831,0.325,0.635220125786163,0.495575221238938,0,0,1,0,0,0,0,0,1,1,0
"121","low",0.323943661971831,0.325,0.666666666666667,0.530973451327434,0,0,1,1,0,0,0,0,1,1,0.0434782608695652
"122","low",0.323943661971831,0.3125,0.735849056603774,0.52212389380531,0,0,1,1,0,0,0,0,1,1,0.0869565217391304
"123","low",0.352112676056338,0.425,0.742138364779874,0.513274336283186,0,0,1,0,0,0,0,0,1,1,0.130434782608696
"124","low",0.352112676056338,0.425,0.811320754716981,0.584070796460177,0,0,1,0,0,0,0,0,1,1,0.173913043478261
"125","low",0.366197183098592,0.4375,0.811320754716981,0.584070796460177,0,0,1,0,0,0,0,0,1,0,0.217391304347826
"126","normal",0.380281690140845,0.45,0.773584905660377,0.575221238938053,0,0,1,0,0,0,0,0,1,0,0.260869565217391
"127","normal",0.380281690140845,0.45,0.773584905660377,0.557522123893805,0,0,1,0,0,0,0,0,1,0,0.304347826086957
"128","high",0.380281690140845,0.45,0.742138364779874,0.442477876106195,0,0,1,0,0,0,0,0,1,0,0.347826086956522
"129","high",0.380281690140845,0.45,0.679245283018868,0.530973451327434,0,0,1,0,0,0,0,0,1,0,0.391304347826087
"130","normal",0.394366197183099,0.4625,0.616352201257862,0.52212389380531,0,0,0,0,0,0,0,0,1,0,0.434782608695652
"131","normal",0.408450704225352,0.475,0.584905660377358,0.495575221238938,0,0,0,0,0,0,0,0,1,0,0.478260869565217
"132","normal",0.408450704225352,0.475,0.584905660377358,0.460176991150442,0,0,0,0,0,0,0,0,1,0,0.521739130434783
"133","normal",0.408450704225352,0.475,0.534591194968553,0.530973451327434,0,0,0,0,0,0,0,0,1,0,0.565217391304348
"134","normal",0.408450704225352,0.475,0.534591194968553,0.460176991150442,0,0,1,0,0,0,0,0,1,0,0.608695652173913
"135","normal",0.422535211267606,0.4875,0.591194968553459,0.592920353982301,0,0,1,1,0,0,0,0,1,0,0.652173913043478
"136","normal",0.408450704225352,0.475,0.742138364779874,0.654867256637168,0,0,1,1,0,0,0,0,1,0,0.695652173913043
"137","high",0.422535211267606,0.4875,0.811320754716981,0.619469026548673,0,0,1,1,0,0,0,0,1,0,0.739130434782609
"138","high",0.464788732394366,0.525,0.773584905660377,0.63716814159292,0,0,1,1,0,0,0,0,1,1,0.782608695652174
"139","normal",0.47887323943662,0.5375,0.710691823899371,0.725663716814159,0,0,1,1,0,0,0,0,1,1,0.826086956521739
"140","normal",0.464788732394366,0.525,0.647798742138365,0.778761061946903,0,0,1,0,0,0,0,0,1,1,0.869565217391304
"141","normal",0.464788732394366,0.525,0.59748427672956,0.725663716814159,0,0,1,0,0,0,0,0,1,1,0.91304347826087
"142","normal",0.464788732394366,0.525,0.59748427672956,0.707964601769911,0,0,1,0,0,0,0,0,1,1,0.956521739130435
"143","normal",0.436619718309859,0.5,0.710691823899371,0.734513274336283,0,0,1,0,0,0,0,0,1,1,1
"144","normal",0.436619718309859,0.5,0.710691823899371,0.690265486725664,0,1,1,0,0,0,0,0,1,1,0
"145","normal",0.436619718309859,0.5,0.710691823899371,0.707964601769911,0,1,1,0,0,0,0,0,1,1,0.0434782608695652
"146","low",0.436619718309859,0.5,0.647798742138365,0.716814159292035,0,1,1,0,0,0,0,0,1,1,0.0869565217391304
"147","low",0.408450704225352,0.475,0.710691823899371,0.725663716814159,0,1,1,0,0,0,0,0,1,1,0.130434782608696
"148","low",0.408450704225352,0.475,0.710691823899371,0.63716814159292,0,1,1,0,0,0,0,0,1,1,0.173913043478261
"149","low",0.408450704225352,0.475,0.710691823899371,0.619469026548673,0,1,1,0,0,0,0,0,1,0,0.217391304347826
"150","low",0.408450704225352,0.475,0.773584905660377,0.619469026548673,0,1,1,1,0,0,0,0,1,0,0.260869565217391
"151","low",0.408450704225352,0.475,0.742138364779874,0.619469026548673,0,1,1,0,0,0,0,0,1,0,0.304347826086957
"152","normal",0.436619718309859,0.5,0.679245283018868,0.707964601769911,0,1,1,0,0,0,0,0,1,0,0.347826086956522
"153","normal",0.436619718309859,0.5,0.710691823899371,0.849557522123894,0,1,1,0,0,0,0,0,1,0,0.391304347826087
"154","normal",0.436619718309859,0.5,0.679245283018868,0.725663716814159,0,1,1,1,0,0,0,0,1,0,0.434782608695652
"155","normal",0.366197183098592,0.4375,0.591194968553459,0.752212389380531,0,1,1,0,0,0,0,0,1,0,0.478260869565217
"156","normal",0.366197183098592,0.4375,0.471698113207547,0.734513274336283,0,1,1,0,0,0,0,0,1,0,0.521739130434783
"157","normal",0.338028169014085,0.3625,0.421383647798742,0.672566371681416,0,1,1,0,0,0,0,0,1,0,0.565217391304348
"158","normal",0.295774647887324,0.2625,0.421383647798742,0.752212389380531,0,1,1,0,0,0,0,0,1,0,0.608695652173913
"159","normal",0.295774647887324,0.275,0.345911949685535,0.619469026548673,0,1,1,0,0,0,0,0,1,0,0.652173913043478
"160","normal",0.267605633802817,0.25,0.389937106918239,0.47787610619469,0,1,0,0,0,0,0,0,1,0,0.695652173913043
"161","normal",0.267605633802817,0.25,0.389937106918239,0.513274336283186,0,1,1,0,0,0,0,0,1,0,0.739130434782609
"162","normal",0.23943661971831,0.225,0.433962264150943,0.460176991150442,0,1,0,0,0,0,0,0,1,1,0.782608695652174
"163","normal",0.211267605633803,0.2,0.459119496855346,0.460176991150442,0,1,0,0,0,0,0,0,1,1,0.826086956521739
"164","normal",0.211267605633803,0.2,0.459119496855346,0.442477876106195,0,1,0,0,0,0,0,0,1,1,0.869565217391304
"165","normal",0.211267605633803,0.2,0.459119496855346,0.371681415929204,0,1,0,0,0,0,0,0,1,1,0.91304347826087
"166","normal",0.183098591549296,0.175,0.572327044025157,0.353982300884956,0,1,0,0,0,0,0,0,1,1,0.956521739130435
"167","normal",0.183098591549296,0.175,0.572327044025157,0.345132743362832,0,1,0,0,0,0,0,0,1,1,1
"168","normal",0.169014084507042,0.1625,0.654088050314465,0.389380530973451,0,1,0,0,0,0,0,0,1,1,0
"169","low",0.154929577464789,0.1375,0.685534591194969,0.389380530973451,0,1,0,0,0,0,0,0,1,1,0.0434782608695652
"170","low",0.154929577464789,0.1375,0.685534591194969,0.407079646017699,0,1,0,0,0,0,0,0,1,1,0.0869565217391304
"171","low",0.154929577464789,0.125,0.685534591194969,0.47787610619469,0,1,1,0,0,0,0,0,1,1,0.130434782608696
"172","low",0.154929577464789,0.125,0.654088050314465,0.495575221238938,0,1,0,0,0,0,0,0,1,1,0.173913043478261
"173","low",0.154929577464789,0.125,0.622641509433962,0.47787610619469,0,1,0,0,0,0,0,0,1,0,0.217391304347826
"174","low",0.169014084507042,0.15,0.59748427672956,0.424778761061947,0,1,0,0,0,0,0,0,1,0,0.260869565217391
"175","low",0.183098591549296,0.175,0.572327044025157,0.424778761061947,0,1,0,0,0,0,0,0,1,0,0.304347826086957
"176","low",0.183098591549296,0.15,0.572327044025157,0.52212389380531,0,1,0,0,0,0,0,0,1,0,0.347826086956522
"177","normal",0.197183098591549,0.1625,0.540880503144654,0.513274336283186,0,1,0,0,0,0,0,0,1,0,0.391304347826087
"178","normal",0.225352112676056,0.2,0.509433962264151,0.530973451327434,0,1,0,0,0,0,0,0,1,0,0.434782608695652
"179","normal",0.253521126760563,0.2375,0.484276729559748,0.47787610619469,0,1,0,0,0,0,0,0,1,0,0.478260869565217
"180","normal",0.28169014084507,0.2625,0.440251572327044,0.47787610619469,0,1,0,0,0,0,0,0,1,0,0.521739130434783
"181","high",0.295774647887324,0.275,0.446540880503145,0.495575221238938,0,1,1,0,0,0,0,0,1,0,0.565217391304348
"182","normal",0.295774647887324,0.275,0.49685534591195,0.495575221238938,0,1,1,0,0,0,0,0,1,0,0.608695652173913
"183","normal",0.28169014084507,0.275,0.547169811320755,0.460176991150442,0,1,1,0,0,0,0,0,1,0,0.652173913043478
"184","normal",0.267605633802817,0.2625,0.572327044025157,0.407079646017699,0,1,1,0,0,0,0,0,1,0,0.695652173913043
"185","normal",0.267605633802817,0.275,0.635220125786163,0.36283185840708,0,1,1,1,0,0,0,0,1,0,0.739130434782609
"186","normal",0.267605633802817,0.25,0.666666666666667,0.442477876106195,0,1,1,1,0,0,0,0,1,1,0.782608695652174
"187","normal",0.267605633802817,0.25,0.666666666666667,0.424778761061947,0,1,1,0,0,0,0,0,1,1,0.826086956521739
"188","normal",0.267605633802817,0.2625,0.635220125786163,0.460176991150442,0,1,1,1,0,0,0,0,1,1,0.869565217391304
"189","normal",0.267605633802817,0.25,0.635220125786163,0.530973451327434,0,1,1,1,0,0,0,0,1,1,0.91304347826087
"190","low",0.295774647887324,0.275,0.572327044025157,0.654867256637168,0,1,1,1,0,0,0,0,1,1,0.956521739130435
"191","low",0.295774647887324,0.275,0.635220125786163,0.539823008849557,0,1,1,0,0,0,0,0,1,1,1
"192","low",0.295774647887324,0.275,0.60377358490566,0.513274336283186,0,0,1,0,0,0,0,0,1,1,0
"193","low",0.323943661971831,0.3,0.49685534591195,0.601769911504425,0,0,1,0,0,0,0,0,1,1,0.0434782608695652
"194","low",0.323943661971831,0.325,0.553459119496855,0.530973451327434,0,0,1,0,0,0,0,0,1,1,0.0869565217391304
"195","low",0.323943661971831,0.3125,0.584905660377358,0.539823008849557,0,0,1,0,0,0,0,0,1,1,0.130434782608696
"196","low",0.323943661971831,0.3125,0.584905660377358,0.592920353982301,0,0,1,0,0,0,0,0,1,1,0.173913043478261
"197","low",0.323943661971831,0.3,0.584905660377358,0.619469026548673,0,0,1,0,0,0,0,0,1,0,0.217391304347826
"198","normal",0.323943661971831,0.3,0.666666666666667,0.548672566371681,0,0,1,1,0,0,0,0,1,0,0.260869565217391
"199","normal",0.323943661971831,0.325,0.69811320754717,0.530973451327434,0,0,1,1,0,0,0,0,1,0,0.304347826086957
"200","high",0.323943661971831,0.3,0.69811320754717,0.548672566371681,0,0,1,0,0,0,0,0,1,0,0.347826086956522
"201","high",0.366197183098592,0.4375,0.584905660377358,0.575221238938053,0,0,1,0,0,0,0,0,1,0,0.391304347826087
"202","normal",0.380281690140845,0.45,0.584905660377358,0.584070796460177,0,0,1,0,0,0,0,0,1,0,0.434782608695652
"203","normal",0.380281690140845,0.45,0.679245283018868,0.690265486725664,0,0,1,0,0,0,0,0,1,0,0.478260869565217
"204","normal",0.380281690140845,0.45,0.742138364779874,0.52212389380531,0,0,1,0,0,0,0,0,1,0,0.521739130434783
"205","normal",0.380281690140845,0.45,0.742138364779874,0.52212389380531,0,0,1,0,0,0,0,0,1,0,0.565217391304348
"206","normal",0.394366197183099,0.4625,0.710691823899371,0.584070796460177,0,0,1,1,0,0,0,0,1,0,0.608695652173913
"207","normal",0.380281690140845,0.45,0.773584905660377,0.442477876106195,0,0,1,1,0,0,0,0,1,0,0.652173913043478
"208","normal",0.380281690140845,0.45,0.773584905660377,0.398230088495575,0,0,1,1,0,0,0,0,1,0,0.695652173913043
"209","normal",0.366197183098592,0.4375,0.849056603773585,0.389380530973451,0,0,1,1,0,0,0,0,1,0,0.739130434782609
"210","normal",0.352112676056338,0.425,0.924528301886792,0.389380530973451,0,0,1,1,0,0,0,0,1,1,0.782608695652174
"211","normal",0.366197183098592,0.4375,0.811320754716981,0.389380530973451,0,0,1,1,0,0,0,0,1,1,0.826086956521739
"212","normal",0.380281690140845,0.45,0.773584905660377,0.353982300884956,0,0,1,0,0,0,0,0,1,1,0.869565217391304
"213","normal",0.380281690140845,0.45,0.811320754716981,0.327433628318584,0,0,1,1,0,0,0,0,1,1,0.91304347826087
"214","low",0.380281690140845,0.45,0.849056603773585,0.371681415929204,0,0,1,1,0,0,0,0,1,1,0.956521739130435
"215","low",0.380281690140845,0.45,0.849056603773585,0.407079646017699,0,0,1,1,0,0,0,0,1,1,1
"216","low",0.380281690140845,0.45,0.849056603773585,0.442477876106195,0,0,1,1,0,0,0,0,1,1,0
"217","low",0.380281690140845,0.45,0.849056603773585,0.530973451327434,0,0,1,1,0,0,0,0,1,1,0.0434782608695652
"218","low",0.366197183098592,0.4375,0.849056603773585,0.433628318584071,0,0,1,1,0,0,0,0,1,1,0.0869565217391304
"219","low",0.352112676056338,0.425,0.811320754716981,0.336283185840708,0,0,1,1,0,0,0,0,1,1,0.130434782608696
"220","low",0.352112676056338,0.425,0.773584905660377,0.371681415929204,0,0,1,1,0,0,0,0,1,1,0.173913043478261
"221","low",0.338028169014085,0.375,0.742138364779874,0.371681415929204,0,0,1,1,0,0,0,0,1,0,0.217391304347826
"222","normal",0.323943661971831,0.3375,0.773584905660377,0.36283185840708,0,0,1,0,0,0,0,0,1,0,0.260869565217391
"223","normal",0.309859154929577,0.3125,0.735849056603774,0.371681415929204,0,0,1,1,0,0,0,0,1,0,0.304347826086957
"224","high",0.295774647887324,0.3125,0.635220125786163,0.283185840707965,0,0,1,0,0,0,0,0,1,0,0.347826086956522
"225","high",0.295774647887324,0.3,0.635220125786163,0.31858407079646,0,0,1,0,0,0,0,0,1,0,0.391304347826087
